# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.8554914718474212,2.0970872118008907,3.0347250435067554,3.225536698313996,2.566474415542265,3.0000000000000306,0.018722851703128367,0.0,2.759899342725188,0.0
 0.8590745742952247,2.1062877220147533,3.03524513849628,3.235425700404606,2.5772237228856754,3.0,0.017719106820612035,0.0,2.6227788873607256,0.0
 0.8626404220630491,2.1154820187209524,3.0357663878440797,3.244778130645598,2.5879212661891486,3.0,0.016709203500195505,0.0,2.4834656284556185,0.0
 0.8661893672874945,2.124670467419939,3.0362887236467277,3.25359181412778,2.598568101862485,3.000000000000031,0.015693480203157507,0.0,2.3420086024792988,0.0
 0.8697217553427132,2.1338534336121633,3.036812078000796,3.261864697340397,2.6091652660281413,3.000000000000063,0.014672279866429959,0.0,2.1984581755934713,0.0
 0.8732379250449294,2.1430312827980766,3.037336383002856,3.2695948493690086,2.6197137751347896,3.0,0.013645946722469226,0.0,2.0528660022095715,0.0
 0.8767382088488166,2.1522043804781297,3.03786157074948,3.2767804629880932,2.630214626546451,2.9999999999999685,0.012614832942234398,0.0,1.905284991875515,0.0
 0.8802229330361284,2.161373092152773,3.03838757333724,3.2834198556830043,2.640668799108387,3.000000000000032,0.011579288839956035,0.0,1.755769280883046,0.0
 0.8836924178969485,2.170537783322458,3.0389143228627082,3.289511470622121,2.6510772536908473,3.000000000000064,0.010539674525610105,0.0,1.604374190564951,0.0
 0.8871469779039118,2.1796988194876343,3.0394417514224563,3.295053877537051,2.661440933711737,2.9999999999999356,0.009496347240642375,0.0,1.4511561957512178,0.0
 0.8905869218797257,2.1888565661487536,3.039969791113056,3.30004577355059,2.6717607656391786,3.0000000000000324,0.008449673355941661,0.0,1.2961728852025083,0.0
 0.8940125531583019,2.198011388806267,3.0404983740310803,3.304485983928582,2.6820376594749074,3.0000000000000324,0.007400016705339248,0.0,1.1394829152755377,0.0
 0.8974241697397943,2.2071636529606242,3.0410274322731,3.3083734627366637,2.692272509219385,3.0000000000000324,0.006347743773572563,0.0,0.9811459828427757,0.0
 0.9008220644398223,2.216313724112277,3.0415568979356884,3.3117072934717187,2.7024661933194687,3.0,0.005293221649960188,0.0,0.8212227651587197,0.0
 0.9042065250331396,2.225461967761676,3.0420867031154164,3.3144866895587333,2.7126195750994206,3.0,0.004236834411015187,0.0,0.6597748945314327,0.0
 0.9075778343920021,2.2346087494092712,3.0426167799088564,3.3167109948354097,2.7227335031760083,3.0,0.003178936040107467,0.0,0.4968648984588954,0.0
 0.910936270619469,2.2437544345555143,3.0431470604125805,3.3183796839105506,2.7328088118584093,3.000000000000099,0.0021199180031660925,0.0,0.33255616114208386,0.0
 0.9142821071778601,2.2528993887008557,3.0436774767231607,3.3194923624722183,2.7428463215335825,3.0000000000000333,0.001060155171582192,0.0,0.16651550600399354,0.0
 0.9176235680520263,2.262043977345747,3.0442079609371686,3.3200487675204724,2.7397632036147574,-0.9226856261168789,0,0.0,-7.748456606342351e-10,0.0
 0.9209730513774538,2.2711885659906375,3.044738445151176,3.320048767517877,2.7297147536384747,-3.000000000000066,-0.0010601381402930777,0.0,-0.16549864292947303,0.0
 0.9243350429672949,2.280333520135979,3.0452688614617562,3.3194923624722183,2.7196287788689517,-2.999999999999934,-0.0021199180031660925,0.0,-0.3297047362143265,0.0
 0.9277098157244082,2.289479205282222,3.0457991419654804,3.3183796839105506,2.7095044605976115,-3.0,-0.0031789360401074615,0.0,-0.4925537447368701,0.0
 0.9310976471848289,2.2986259869298173,3.046329218758921,3.316710994838183,2.6993409662163494,-3.000000000000033,-0.0042368344110151855,0.0,-0.6539819158378355,0.0
 0.9344988196459567,2.3077742305792164,3.0468590239386484,3.31448668955596,2.689137448832966,-3.0,-0.005293225056216402,0.0,-0.8139263067359228,0.0
 0.9379136202995779,2.316924301730869,3.0473884896012366,3.3117072934717187,2.6788930468721026,-2.999999999999935,-0.006347743773572563,0.0,-0.9723248600968915,0.0
 0.9413423413699442,2.3260765658852263,3.0479175478432565,3.3083734627366637,2.668606883661004,-2.999999999999935,-0.007400016705339248,0.0,-1.1291164134616,0.0
 0.944785280257143,2.3352313885427396,3.0484461307612807,3.304485983928582,2.6582780669994075,-3.0,-0.00844967335594164,0.0,-1.2842407746489606,0.0
 0.9482427396860089,2.344389135203859,3.048974170451881,3.300045773553338,2.6479056887128096,-3.0000000000000644,-0.00949634724064203,0.0,-1.4376387465177407,0.0
 0.9517150278608406,2.3535501713690357,3.0495015990116285,3.2950538775341247,2.6374888241883148,-2.999999999999936,-0.010539674525610125,0.0,-1.5892521700809714,0.0
 0.9552024586261978,2.36271486253872,3.0500283485370967,3.2895114706222737,2.627026531892243,-3.0000000000000635,-0.011579288839956433,0.0,-1.739023978978119,0.0
 0.9587053516340766,2.3718835742133635,3.050554351124857,3.2834198556857777,2.616517852868607,-2.9999999999999685,-0.012614832942234398,0.0,-1.8868982212137566,0.0
 0.9622240325177688,2.3810566718934165,3.051079538871481,3.27678046298532,2.60596181021753,-3.0,-0.01364594672246975,0.0,-2.03282009958215,0.0
 0.9657588330727396,2.3902345210793294,3.051603843873541,3.269594849369161,2.595357408552618,-2.9999999999999685,-0.014672279866429959,0.0,-2.176736023935704,0.0
 0.9693100914448686,2.3994174872715544,3.052127198227609,3.2618646973402448,2.584703633436231,-2.9999999999999063,-0.01569348020315751,0.0,-2.3185936246441314,0.0
 0.972878152326422,2.4086059359705403,3.052649534030257,3.2535918141279327,2.5739994507915704,-3.0000000000000933,-0.01670920350019547,0.0,-2.4583417977670536,0.0
 0.9764633671601546,2.41780023267674,3.0531707833780573,3.2447781306481933,2.5632438062903726,-3.0000000000000617,-0.01771910581877139,0.0,-2.5959307348191043,0.0
 0.9800660943519444,2.4270007428906024,3.0536908783675814,3.235425700401858,2.5524356247150033,-3.0,-0.0187228517031284,0.0,-2.731311950405103,0.0
 0.9836866994924136,2.4362078321125793,3.054209751095401,3.225536698313996,2.5415738092935953,-3.0000000000000613,-0.019720107270482883,0.0,-2.8644383094585177,0.0
